timestamps,X,Y,Z,Marker0
1749427899.658,0.221,-0.022,0.962,0
1749427899.658,0.226,-0.032,0.961,0
1749427899.658,0.228,-0.035,0.969,0
1749427899.704,0.235,-0.038,0.978,0
1749427899.704,0.236,-0.036,0.973,0
1749427899.704,0.231,-0.040,0.979,0
1749427899.776,0.231,-0.045,0.970,0
1749427899.776,0.227,-0.049,0.967,0
1749427899.776,0.225,-0.049,0.964,0
1749427899.811,0.218,-0.051,0.961,0
1749427899.811,0.214,-0.052,0.956,0
1749427899.811,0.212,-0.049,0.955,0
1749427899.869,0.212,-0.054,0.959,0
1749427899.869,0.212,-0.054,0.965,0
1749427899.869,0.209,-0.047,0.956,0
1749427899.929,0.201,-0.038,0.956,0
1749427899.929,0.188,-0.024,0.944,0
1749427899.929,0.182,-0.026,0.927,0
1749427899.989,0.175,-0.028,0.942,0
1749427899.989,0.177,-0.032,0.954,0
1749427899.989,0.178,-0.037,0.957,0
1749427900.049,0.184,-0.034,0.949,0
1749427900.049,0.195,-0.028,0.964,0
1749427900.049,0.195,-0.031,0.985,0
1749427900.094,0.201,-0.031,0.986,0
1749427900.094,0.199,-0.037,0.969,0
1749427900.094,0.195,-0.039,0.977,0
1749427900.154,0.201,-0.036,0.978,0
1749427900.154,0.202,-0.047,0.968,0
1749427900.154,0.190,-0.058,0.942,0
1749427900.216,0.180,-0.066,0.930,0
1749427900.216,0.167,-0.064,0.929,0
1749427900.216,0.166,-0.056,0.934,0
1749427900.275,0.173,-0.048,0.952,0
1749427900.275,0.182,-0.044,0.968,0
1749427900.275,0.196,-0.038,0.979,0
1749427900.323,0.200,-0.039,0.997,0
1749427900.323,0.200,-0.043,1.003,0
1749427900.323,0.205,-0.049,1.014,0
1749427900.380,0.207,-0.047,1.045,0
1749427900.380,0.204,-0.042,0.990,0
1749427900.380,0.201,-0.044,0.965,0
1749427900.439,0.190,-0.045,0.957,0
1749427900.439,0.181,-0.049,0.952,0
1749427900.439,0.175,-0.047,0.946,0
1749427900.499,0.170,-0.049,0.933,0
1749427900.499,0.160,-0.044,0.920,0
1749427900.499,0.160,-0.049,0.934,0
1749427900.543,0.166,-0.046,0.944,0
1749427900.543,0.170,-0.051,0.967,0
1749427900.543,0.176,-0.054,0.964,0
1749427900.609,0.183,-0.052,0.966,0
1749427900.609,0.185,-0.049,0.978,0
1749427900.609,0.191,-0.047,0.989,0
1749427900.664,0.192,-0.055,0.988,0
1749427900.664,0.190,-0.057,0.986,0
1749427900.664,0.190,-0.052,0.985,0
1749427900.724,0.187,-0.057,0.974,0
1749427900.724,0.181,-0.057,0.969,0
1749427900.724,0.178,-0.057,0.960,0
1749427900.769,0.178,-0.053,0.963,0
1749427900.769,0.178,-0.045,0.965,0
1749427900.769,0.179,-0.042,0.965,0
1749427900.830,0.183,-0.043,0.971,0
1749427900.830,0.183,-0.042,0.968,0
1749427900.830,0.184,-0.044,0.964,0
1749427900.893,0.182,-0.035,0.962,0
1749427900.893,0.178,-0.033,0.966,0
